Cidades Brasileiras,,,,,,,,
Fonte: https://www.kaggle.com/crisparada/brazilian-cities/downloads/brazilian-cities.zip/6,,,,,,,,
,,,,,,,,
Município,Estado,IBGE_1-4,IDHM,IDHM_Renda,IDHM_Educacao,GDP_CAPITA,COMP_P,Valor Vazio
São Lourenço Do Piauí,PI,76,0.595,0.56,0.499,6556.5,1,0
Nacip Raydan,MG,114,0.585,0.64,0.377,8994.89,3,0
Pindoba,AL,109,0.574,0.579,0.465,9953.17,1,0
Sossêgo,PB,136,0.573,0.531,0.46,8347.88,2,0
Paraná,RN,53,0.589,0.532,0.496,6919.15,1,0
São Gonçalo Do Rio Preto,MG,98,0.64,0.593,0.542,9160.54,1,0
Vila Nova Do Piauí,PI,48,0.565,0.559,0.471,9926.59,0,0
Sem-Peixe,MG,68,0.654,0.623,0.543,10467.89,1,0
Cacimba De Areia,PB,115,0.596,0.553,0.497,7834.22,2,0
Emas,PB,148,0.595,0.554,0.492,8310.08,7,0
Bela Vista Do Piauí,PI,84,0.58,0.52,0.519,7337.3,8,0
Luciara,MT,88,0.68,0.617,0.634,13808.95,4,0
Novo Jardim,TO,150,0.596,0.559,0.52,10671.39,0,0
Santana Do Garambéu,MG,79,0.667,0.648,0.558,11793.9,1,0
Timbaúba Dos Batistas,RN,77,0.64,0.614,0.591,11744.5,3,0
Jundiá,RN,52,0.595,0.552,0.492,7333.12,1,0
São Sebastião Do Umbuzeiro,PB,147,0.581,0.561,0.459,8201.01,1,0
Barra D'Alcântara,PI,146,0.58,0.526,0.471,7311.76,7,0
Chiador,MG,96,0.711,0.742,0.559,10070.53,1,0
Capitão Gervásio Oliveira,PI,87,0.55,0.503,0.464,7001.68,0,0
Tupiratins,TO,83,0.59,0.601,0.425,11132.78,0,0
Riacho Da Cruz,RN,166,0.584,0.545,0.487,7888.71,5,0
Frei Lagonegro,MG,50,0.54,0.519,0.412,7929.78,1,0
Santa Tereza Do Tocantins,TO,131,0.662,0.618,0.575,9922.46,0,0
Queluzito,MG,40,0.682,0.669,0.575,14142.05,1,0
Tenório,PB,119,0.581,0.565,0.49,9061.95,1,0
Cajazeirinhas,PB,66,0.55,0.521,0.413,8645.73,3,0
São José De Princesa,PB,42,0.565,0.533,0.443,7007.03,1,0
São Braz Do Piauí,PI,62,0.596,0.533,0.514,6236.07,0,0
Senador José Bento,MG,17,0.684,0.663,0.585,15993.87,1,0
Várzea,PB,84,0.71,0.619,0.714,9765.02,1,0
Santa Inês,PB,99,0.57,0.54,0.492,7498.77,3,0
Coivaras,PI,89,0.565,0.543,0.453,6801.98,0,0
Catas Altas Da Noruega,MG,64,0.6,0.588,0.46,7337.7,1,0
Pracinha,SP,73,0.696,0.658,0.629,7309.6,0,0
Rafael Godeiro,RN,123,0.654,0.583,0.607,8268.1,9,0
Santo Inácio Do Piauí,PI,118,0.613,0.543,0.546,7138,4,0
Fartura Do Piauí,PI,99,0.55,0.506,0.441,5104.44,0,0
São José Dos Cordeiros,PB,126,0.556,0.542,0.407,7132.8,4,0
Novo Alegre,TO,108,0.7,0.642,0.654,11276,2,0
Consolação,MG,61,0.67,0.627,0.602,14636.16,1,0
Grupiara,MG,68,0.731,0.679,0.682,18652.77,1,0
Cachoeirinha,TO,149,0.627,0.548,0.59,11646.1,0,0
Ibiquera,BA,155,0.511,0.517,0.335,6267.37,1,0
Jardim Do Mulato,PI,71,0.593,0.532,0.55,5961.39,7,0
Paquetá,PI,46,0.509,0.519,0.348,6752.25,7,0
Glaucilândia,MG,74,0.679,0.579,0.667,8330.69,2,0
Morro Cabeça No Tempo,PI,108,0.542,0.472,0.435,6403.96,1,0
Jesúpolis,GO,95,0.649,0.642,0.522,10585.94,2,0
Fernando Pedroza,RN,144,0.597,0.565,0.519,8512.08,1,0
Hugo Napoleão,PI,173,0.599,0.528,0.524,6812.35,3,0
Amparo De São Francisco,SE,123,0.611,0.569,0.55,10891.11,0,0
Arapeí,SP,99,0.68,0.634,0.612,10289.63,3,0
Presidente Kubitschek,MG,152,0.595,0.573,0.468,8443.39,0,0
Carmésia,MG,63,0.65,0.631,0.54,9825.36,2,0
Frei Martinho,PB,105,0.64,0.631,0.542,8555.3,1,0
São Domingos,PB,54,0.55,0.555,0.394,8268.97,7,0
Bom Jesus,PB,60,0.597,0.584,0.477,9937.12,1,0
Rochedo De Minas,MG,97,0.684,0.663,0.569,11120.98,2,0
Ponte Branca,MT,73,0.69,0.684,0.585,15936.02,1,0
Salgadinho,PB,100,0.563,0.531,0.454,6408.49,1,0
Passagem,PB,75,0.62,0.566,0.534,10448.12,1,0
Cachoeira De Goiás,GO,52,0.727,0.68,0.674,17600.3,1,0
Wenceslau Braz,MG,78,0.68,0.644,0.576,9525.57,1,0
Belém Do Piauí,PI,120,0.551,0.537,0.448,7127.58,1,0
Silveirânia,MG,60,0.652,0.645,0.511,10843.11,2,0
Água Nova,RN,99,0.616,0.527,0.572,7594.36,5,0
Pajeú Do Piauí,PI,96,0.56,0.56,0.427,7388.52,1,0
São José Do Bonfim,PB,92,0.578,0.549,0.493,6886.82,1,0
Joca Claudino,PB,56,0.622,0.553,0.568,9043.42,8,0
Curralinhos,PI,104,0.555,0.512,0.438,5521.28,0,0
Pedra Preta,RN,52,0.56,0.53,0.435,9337.36,0,0
Olaria,MG,36,0.636,0.638,0.49,12560.94,1,0
Senador Cortes,MG,101,0.674,0.689,0.534,11587.01,0,0
Itambé Do Mato Dentro,MG,47,0.634,0.605,0.513,10660.8,1,0
Barreiras Do Piauí,PI,114,0.557,0.56,0.423,7197.21,0,0
Lastro,PB,83,0.53,0.532,0.38,8623.09,1,0
Pavussu,PI,93,0.526,0.512,0.379,6461.91,0,0
Carrapateira,PB,107,0.603,0.529,0.543,8895.22,1,0
Taboleiro Grande,RN,121,0.612,0.57,0.507,9191.41,1,0
Taipas Do Tocantins,TO,124,0.601,0.578,0.47,11061.59,0,0
Francisco Dantas,RN,81,0.606,0.582,0.523,8030.27,2,0
Cajazeiras Do Piauí,PI,70,0.562,0.525,0.449,6670.74,1,0
Algodão De Jandaíra,PB,113,0.55,0.532,0.413,9306.27,1,0
Ipueira,RN,96,0.679,0.627,0.633,10273.97,3,0
João Costa,PI,49,0.561,0.51,0.46,7721.64,1,0
São Félix Do Piauí,PI,86,0.61,0.587,0.52,7864.86,0,0
Jardim De Angicos,RN,23,0.565,0.557,0.437,8562.58,0,0
Torre De Pedra,SP,61,0.71,0.679,0.647,9561.64,2,0
Pedro Teixeira,MG,53,0.637,0.587,0.555,12145.78,2,0
Santo André,PB,57,0.6,0.568,0.476,8841.97,1,0
Pau D'Arco Do Piauí,PI,46,0.514,0.488,0.376,5642.1,1,0
São Gonçalo Do Gurguéia,PI,76,0.56,0.572,0.438,7503.63,1,0
Mato Grosso,PB,79,0.565,0.566,0.419,7692.46,2,0
Tanque Do Piauí,PI,71,0.579,0.553,0.499,8181.93,1,0
Aracitaba,MG,61,0.66,0.608,0.577,10490.71,1,0
Lavandeira,TO,89,0.66,0.598,0.62,11978.28,1,0
Amparo,PB,99,0.606,0.537,0.551,9860.38,2,0
Chapada De Areia,TO,48,0.619,0.619,0.529,15560.4,0,0
Cedro Do Abaeté,MG,40,0.68,0.641,0.608,17958.44,3,0
São Miguel Do Fidalgo,PI,74,0.535,0.505,0.407,7271.25,2,0
Vera Mendes,PI,68,0.503,0.494,0.375,7177.76,0,0
Porto Alegre Do Piauí,PI,144,0.563,0.539,0.452,8131.9,0,0
Curral Velho,PB,95,0.606,0.613,0.491,8545.52,1,0
Antônio Prado De Minas,MG,38,0.684,0.674,0.572,12760.61,2,0
Tamboril Do Piauí,PI,109,0.501,0.509,0.36,7143.31,1,0
Santo Antônio Do Rio Abaixo,MG,43,0.669,0.616,0.591,11244.7,1,0
Prata Do Piauí,PI,164,0.565,0.527,0.448,6542.35,1,0
Riacho De Santo Antônio,PB,95,0.594,0.569,0.502,10305.89,2,0
Paiva,MG,39,0.72,0.657,0.672,12696.25,1,0
Pedro Laurentino,PI,84,0.562,0.479,0.496,7967.95,0,0
Zabelê,PB,110,0.623,0.567,0.587,8793.02,1,0
Quixaba,PB,40,0.622,0.564,0.579,10080.12,1,0
São José Do Brejo Do Cruz,PB,65,0.581,0.535,0.473,10865.97,3,0
São Miguel Da Baixa Grande,PI,72,0.563,0.557,0.413,8065.12,1,0
Passabém,MG,45,0.642,0.631,0.533,10865.4,1,0
Monte Das Gameleiras,RN,69,0.598,0.56,0.509,8542.97,1,0
Oliveira De Fátima,TO,68,0.675,0.627,0.614,16742.04,0,0
Coxixola,PB,41,0.64,0.586,0.567,9598.32,0,0
São Sebastião Do Rio Preto,MG,57,0.632,0.662,0.472,11390.85,1,0
Rio Da Conceição,TO,114,0.608,0.557,0.561,8925.59,0,0
São Félix Do Tocantins,TO,83,0.574,0.55,0.446,11503.86,0,0
Serra Da Saudade,MG,21,0.677,0.663,0.542,21965.89,1,0
Parari,PB,56,0.584,0.583,0.467,9794.6,1,0
Areia De Baraúnas,PB,75,0.562,0.566,0.462,8008.34,1,0
Olho D'Água Do Piauí,PI,81,0.58,0.537,0.477,6967.75,1,0
São Luis Do Piauí,PI,62,0.55,0.52,0.433,6382.4,6,0
Aroeiras Do Itaim,PI,18,0.519,0.502,0.378,6728.67,0,0
Anhanguera,GO,41,0.725,0.724,0.657,14291.76,1,0
Santo Antônio Dos Milagres,PI,72,0.619,0.524,0.582,6295.53,2,0
Miguel Leão,PI,70,0.623,0.579,0.533,9484.02,1,0
Confins,MG,258,0.747,0.706,0.711,153860.05,2,0
Davinópolis,MA,861,0.607,0.561,0.535,56655.59,2,0
Indianópolis,PR,141,0.72,0.707,0.642,111938.99,3,0
Colniza,MT,867,0.611,0.633,0.443,13256.05,13,0
Ubarana,SP,300,0.7,0.672,0.604,73629.22,7,0
Santa Rita Do Pardo,MS,207,0.642,0.655,0.505,52156.75,2,0
Santo Antônio Do Leste,MT,65,0.655,0.658,0.501,78575.22,2,0
Bacabeira,MA,281,0.629,0.558,0.58,20480.16,3,0
Delta,MG,581,0.639,0.672,0.481,33213.76,2,0
Tamandaré,PE,1134,0.593,0.583,0.479,12134.82,18,0
Bonfim,RR,392,0.626,0.597,0.509,20898.61,0,0
Mariópolis,PR,265,0.698,0.717,0.591,35812,1,0
Corumbiara,RO,159,0.613,0.63,0.473,27040.6,2,0
Boa Vista Do Cadeado,RS,20,0.703,0.692,0.59,92160.18,0,0
São Vicente Férrer,PE,655,0.55,0.558,0.414,12950.89,11,0
Curiúva,PR,621,0.66,0.649,0.546,15224.05,12,0
Bom Sucesso Do Sul,PR,85,0.742,0.704,0.695,67348.5,4,0
Pindoretama,CE,664,0.636,0.581,0.588,10150.57,4,0
Boa Ventura De São Roque,PR,112,0.655,0.635,0.553,30408.94,9,0
Nova Bandeirantes,MT,249,0.65,0.696,0.469,13515.26,5,0
Tartarugalzinho,AP,685,0.59,0.553,0.473,11948.74,14,0
Abadia Dos Dourados,MG,207,0.69,0.693,0.563,25591.7,9,0
Formoso,MG,351,0.64,0.616,0.51,19361.85,1,0
Lindoeste,PR,116,0.67,0.652,0.588,33297.46,10,0
Bagre,PA,1132,0.471,0.481,0.28,5774.67,0,0
Romaria,MG,140,0.708,0.722,0.604,45797.13,2,0
Abadia De Goiás,GO,318,0.708,0.687,0.622,20664.57,6,0
São Bento Do Norte,RN,76,0.555,0.541,0.415,57338.73,0,0
Irauçuba,CE,1092,0.605,0.526,0.557,6772.2,5,0
São Félix Do Coribe,BA,777,0.639,0.601,0.555,10191.36,19,0
Campo Do Tenente,PR,234,0.69,0.661,0.606,20538.61,0,0
Jaguaripe,BA,317,0.556,0.552,0.407,8432.26,10,0
Bela Vista Do Toldo,SC,42,0.675,0.624,0.598,24426.18,12,0
Pontes Gestal,SP,112,0.732,0.705,0.69,58265.54,1,0
Turilândia,MA,987,0.536,0.495,0.402,5973.86,12,0
Águas Mornas,SC,101,0.723,0.731,0.606,23615.37,2,0
Quiterianópolis,CE,368,0.594,0.524,0.518,6809.05,36,0
Mato Leitão,RS,75,0.746,0.721,0.676,33241.8,2,0
Demerval Lobão,PI,748,0.618,0.588,0.515,10235.62,14,0
Tesouro,MT,142,0.655,0.635,0.56,37646.85,3,0
Cruz Do Espírito Santo,PB,528,0.552,0.531,0.408,7839.03,9,0
Água Comprida,MG,53,0.675,0.719,0.498,65891.69,2,0
Apiacás,MT,317,0.675,0.666,0.57,13872.22,1,0
Lima Campos,MA,416,0.581,0.578,0.481,11353.11,11,0
Baía Formosa,RN,518,0.609,0.59,0.534,14182.44,8,0
Teodoro Sampaio,BA,318,0.594,0.567,0.477,16128.78,0,0
Urucuia,MG,435,0.619,0.559,0.543,7890.27,2,0
Nova Ramada,RS,17,0.742,0.752,0.642,50841.15,2,0
Joaquim Nabuco,PE,875,0.55,0.561,0.449,7645.17,1,0
Flor Da Serra Do Sul,PR,98,0.682,0.68,0.56,25222.19,6,0
Upanema,RN,388,0.596,0.542,0.516,8204.79,1,0
Aporá,BA,587,0.55,0.516,0.425,6150.25,2,0
Caracol,MS,220,0.647,0.628,0.522,19812.34,2,0
Quatro Irmãos,RS,51,0.69,0.695,0.565,62745.52,3,0
Pedro Velho,RN,472,0.568,0.562,0.442,7782.74,7,0
Brazabrantes,GO,91,0.701,0.677,0.615,31857.99,2,0
São Pedro Dos Ferros,MG,390,0.659,0.631,0.576,13667.96,4,0
Santa Lúcia,PR,143,0.687,0.688,0.592,27734.97,2,0
Biritinga,BA,208,0.54,0.525,0.402,6464.29,34,0
Taipu,RN,268,0.569,0.544,0.435,8599.16,3,0
Lagoa Do Ouro,PE,401,0.525,0.536,0.369,8078.41,4,0
Nordestina,BA,229,0.56,0.507,0.467,7541.17,2,0
São Domingos,SE,313,0.588,0.572,0.471,9067.26,15,0
Alagoinha,PB,639,0.595,0.574,0.462,6925.74,14,0
São Pedro Do Piauí,PI,559,0.595,0.553,0.492,7060.61,11,0
Vila Lângaro,RS,14,0.705,0.759,0.551,44869.59,1,0
Ibitiara,BA,185,0.585,0.55,0.49,5828.74,3,0
Rolador,RS,31,0.69,0.676,0.579,38561.19,5,0
Piedade Do Rio Grande,MG,148,0.68,0.64,0.593,20667.17,2,0
Jeriquara,SP,170,0.703,0.68,0.628,30240.12,3,0
Pratinha,MG,94,0.721,0.71,0.607,27224.93,3,0
Joselândia,MA,402,0.561,0.533,0.445,6080.24,1,0
Saboeiro,CE,563,0.575,0.533,0.499,6025.99,1,0
Araguacema,TO,187,0.639,0.587,0.553,13644.08,0,0
Bom Jesus,SC,82,0.718,0.74,0.606,32928.1,1,0
Jucati,PE,213,0.55,0.541,0.451,8366.65,1,0
Buritirana,MA,345,0.583,0.54,0.505,6050.74,0,0
Pontal Do Araguaia,MT,169,0.73,0.691,0.702,14621.5,4,0
Bonópolis,GO,67,0.63,0.63,0.488,22457.55,0,0
São Luiz Do Norte,GO,254,0.669,0.643,0.581,18096.49,0,0
Quadra,SP,40,0.68,0.7,0.541,24957.37,2,0
Olinda Nova Do Maranhão,MA,477,0.575,0.495,0.531,6258.81,0,0
Arara,PB,515,0.55,0.569,0.407,6708.35,12,0
Puxinanã,PB,467,0.617,0.574,0.542,6597.8,4,0
Jaqueira,PE,500,0.575,0.557,0.454,7704.66,2,0
São José Do Campestre,RN,630,0.615,0.564,0.522,6912.52,5,0
Divisa Nova,MG,276,0.67,0.66,0.57,14685.78,1,0
Juruá,AM,583,0.522,0.538,0.376,6535.08,1,0
Penaforte,CE,495,0.65,0.566,0.626,9967.16,1,0
Heliópolis,BA,311,0.563,0.547,0.437,6441,19,0
São Pedro Da Água Branca,MA,916,0.605,0.577,0.523,7082.34,0,0
Fagundes,PB,364,0.56,0.543,0.432,7746.3,2,0
Anahy,PR,116,0.695,0.671,0.593,30163.78,2,0
Águas Frias,SC,55,0.745,0.728,0.661,36583.79,6,0
Lutécia,SP,102,0.72,0.67,0.659,32273.06,0,0
Verdelândia,MG,414,0.584,0.542,0.462,9592.74,1,0
Porto Barreiro,PR,37,0.688,0.676,0.588,24807.69,5,0
Caém,BA,251,0.546,0.535,0.434,8582.92,2,0
Joaquim Pires,PI,253,0.522,0.485,0.384,6189.62,2,0
Barão De Melgaço,MT,212,0.6,0.598,0.44,11066.77,4,0
Sítio Novo Do Tocantins,TO,354,0.604,0.55,0.526,9467,1,0
Itaara,RS,208,0.76,0.761,0.687,16287.26,2,0
Porto Firme,MG,196,0.634,0.615,0.516,7780.19,4,0
Bom Lugar,MA,409,0.562,0.486,0.493,5408.78,4,0
São José Da Varginha,MG,112,0.7,0.682,0.597,18039.62,3,0
Jaboti,PR,135,0.718,0.699,0.64,16460.61,2,0
Lagoa Dos Três Cantos,RS,23,0.789,0.765,0.754,52140.27,3,0
Pilar,PB,515,0.579,0.544,0.461,7243.53,16,0
Turuçu,RS,68,0.629,0.685,0.446,23918.6,2,0
Inimutaba,MG,216,0.664,0.625,0.579,11512.13,9,0
Ipiguá,SP,127,0.73,0.696,0.666,16786.9,3,0
Nova América Da Colina,PR,156,0.698,0.655,0.643,24108.33,2,0
Reduto,MG,241,0.629,0.647,0.48,12075.59,2,0
Nicolau Vergueiro,RS,38,0.753,0.772,0.66,48645.27,2,0
Barra Do Jacaré,PR,66,0.74,0.678,0.747,30164.4,1,0
Vitória Das Missões,RS,21,0.655,0.659,0.526,24748.9,6,0
Pedrinhas,SE,446,0.59,0.568,0.486,8943.96,2,0
Cerro Negro,SC,40,0.621,0.634,0.455,25694.57,1,0
Munhoz De Melo,PR,134,0.726,0.704,0.634,21592.97,1,0
Aramari,BA,282,0.588,0.568,0.47,7455.45,1,0
São Felipe D'Oeste,RO,80,0.649,0.615,0.571,14022.48,2,0
Sericita,MG,226,0.56,0.602,0.375,11404.38,2,0
Bonito De Santa Fé,PB,580,0.574,0.564,0.427,7155.41,13,0
Ribeirão Do Largo,BA,320,0.54,0.566,0.366,10788.01,1,0
Rio Branco Do Ivaí,PR,55,0.64,0.624,0.537,20551.76,2,0
Boa Esperança Do Iguaçu,PR,58,0.7,0.673,0.602,31252.66,2,0
Conquista D'Oeste,MT,130,0.718,0.707,0.65,22125.95,1,0
Espírito Santo Do Dourado,MG,69,0.685,0.66,0.576,17905.58,3,0
Buritinópolis,GO,150,0.7,0.727,0.591,24767.22,0,0
Urutaí,GO,86,0.732,0.7,0.666,26598.5,2,0
Ivolândia,GO,69,0.7,0.68,0.622,32392.68,0,0
Porto Do Mangue,RN,198,0.59,0.558,0.504,12460.09,6,0
Alto Paraíso,PR,106,0.68,0.677,0.556,27446.02,2,0
Araponga,MG,174,0.536,0.597,0.339,9741.56,5,0
Campina Do Simão,PR,96,0.63,0.598,0.527,20321.32,1,0
Itaguaçu Da Bahia,BA,182,0.562,0.55,0.435,5670.33,0,0
Sul Brasil,SC,39,0.71,0.713,0.595,31764.87,3,0
Motuca,SP,164,0.741,0.685,0.691,17702.09,2,0
Banzaê,BA,247,0.579,0.539,0.468,5980.19,13,0
Santa Rita De Minas,MG,252,0.613,0.627,0.464,11562.09,1,0
Chaval,CE,596,0.586,0.524,0.536,6305.65,2,0
Itamari,BA,408,0.578,0.595,0.454,9497.68,1,0
Pedras De Maria Da Cruz,MG,435,0.614,0.564,0.521,7077.81,4,0
Pureza,RN,193,0.57,0.516,0.456,8423.04,2,0
Bannach,PA,94,0.594,0.635,0.42,24621.05,1,0
Iguaracy,PE,402,0.598,0.58,0.48,6528.68,4,0
Santa Cruz Da Baixa Verde,PE,348,0.612,0.557,0.523,6355.37,9,0
Santa Bárbara Do Leste,MG,239,0.613,0.608,0.473,9670.44,6,0
Maraial,PE,589,0.534,0.541,0.403,6796.87,5,0
Miraíma,CE,502,0.59,0.51,0.523,5768.28,2,0
Itainópolis,PI,144,0.541,0.545,0.401,6839.87,2,0
Piraí Do Norte,BA,302,0.53,0.546,0.363,7446.57,2,0
Mambaí,GO,378,0.626,0.61,0.494,9424.74,3,0
Ponte Alta Do Tocantins,TO,361,0.624,0.587,0.531,9670.61,0,0
Nova Ibiá,BA,166,0.57,0.62,0.419,10793.64,0,0
Bernardo Sayão,TO,175,0.638,0.606,0.573,16691.66,0,0
Serra Negra Do Norte,RN,305,0.597,0.578,0.468,9264.07,9,0
Bela Vista Do Maranhão,MA,425,0.55,0.515,0.45,6828.18,0,0
Icaraí De Minas,MG,196,0.624,0.57,0.533,6404.19,4,0
Santa Cruz De Minas,MG,398,0.706,0.66,0.636,8820.93,2,0
Luminárias,MG,212,0.68,0.656,0.578,13407.53,2,0
Jordão,AC,261,0.469,0.499,0.283,9688.79,2,0
Pontalinda,SP,169,0.7,0.677,0.604,16578.68,3,0
Martins,RN,304,0.622,0.58,0.538,8474.69,4,0
Sítio Do Quinto,BA,312,0.53,0.552,0.395,6436.44,15,0
Carrancas,MG,142,0.725,0.687,0.632,18025.71,2,0
Aparecida Do Rio Negro,TO,263,0.65,0.593,0.588,15737.61,0,0
Triunfo,PB,267,0.609,0.578,0.501,7721.82,6,0
Palmeirina,PE,346,0.55,0.554,0.438,9242.18,8,0
Bom Jesus Do Amparo,MG,119,0.68,0.655,0.582,12108.16,3,0
Nossa Senhora Das Graças,PR,134,0.71,0.679,0.631,17712.27,2,0
Macedônia,SP,120,0.74,0.705,0.675,19178.36,0,0
Ilha Das Flores,SE,481,0.562,0.514,0.469,8321.89,0,0
Ribamar Fiquene,MA,323,0.615,0.592,0.527,9349.92,0,0
Peri Mirim,MA,196,0.599,0.506,0.572,5063.41,1,0
Campo Redondo,RN,323,0.626,0.554,0.584,6358.78,22,0
Chapadão Do Lageado,SC,26,0.7,0.68,0.616,24136.93,1,0
Bocaina Do Sul,SC,56,0.647,0.642,0.549,20560.29,5,0
Centro Do Guilherme,MA,573,0.542,0.51,0.442,5307.2,1,0
Chã Preta,AL,350,0.575,0.537,0.481,9422.08,1,0
Groaíras,CE,400,0.633,0.585,0.598,6386.3,11,0
Umbuzeiro,PB,269,0.584,0.545,0.514,7024.77,2,0
Santo Antônio Do Palma,RS,21,0.764,0.787,0.665,31598.84,0,0
Godofredo Viana,MA,529,0.604,0.537,0.546,5946.04,1,0
Sete De Setembro,RS,19,0.68,0.682,0.577,32300.18,1,0
Augusto De Lima,MG,180,0.66,0.622,0.557,13605.42,4,0
Lagoa Grande Do Maranhão,MA,496,0.502,0.48,0.36,6102.82,1,0
Ipiranga Do Piauí,PI,373,0.63,0.56,0.583,7101.25,0,0
Cana Verde,MG,195,0.65,0.652,0.512,11841.79,2,0
Aratuípe,BA,359,0.575,0.57,0.443,7360.55,15,0
São Mamede,PB,348,0.64,0.617,0.558,8683.59,12,0
Feira Nova Do Maranhão,MA,155,0.532,0.511,0.405,8045.02,5,0
Saltinho,SC,79,0.654,0.639,0.551,17329,1,0
Lajeado Novo,MA,267,0.589,0.561,0.494,9032.38,9,0
Araguanã,TO,259,0.604,0.617,0.473,11980.53,0,0
São Rafael,RN,288,0.611,0.588,0.493,7960.68,3,0
Jesuânia,MG,117,0.66,0.675,0.507,13555.6,2,0
Toropi,RS,21,0.68,0.68,0.569,22232.33,2,0
Princesa,SC,72,0.706,0.701,0.611,22888.08,5,0
Santa Helena,SC,36,0.727,0.705,0.653,28855.13,2,0
Goianorte,TO,167,0.621,0.598,0.497,12775.33,0,0
Deputado Irapuan Pinheiro,CE,236,0.609,0.542,0.562,6908.19,0,0
Satubinha,MA,355,0.493,0.45,0.369,4766.74,0,0
São Domingos,BA,341,0.64,0.601,0.575,6969.45,9,0
Itajá,RN,388,0.624,0.586,0.539,8655.99,2,0
Itaubal,AP,144,0.58,0.528,0.477,12847.32,12,0
Toledo,MG,132,0.66,0.66,0.546,10463.53,2,0
Faxinalzinho,RS,56,0.67,0.646,0.571,25383.12,3,0
Equador,RN,172,0.623,0.578,0.546,10523.94,2,0
Jandaíra,RN,252,0.569,0.561,0.462,9243.58,2,0
São Pedro Das Missões,RS,27,0.664,0.644,0.566,32121.96,3,0
Sarutaiá,SP,167,0.688,0.679,0.603,17169.58,1,0
Padre Carvalho,MG,300,0.599,0.575,0.471,9994.05,3,0
Salto Do Céu,MT,127,0.67,0.661,0.56,18332.07,0,0
Elisiário,SP,145,0.747,0.711,0.712,17926.03,3,0
Marcolândia,PI,564,0.562,0.578,0.438,7524.51,18,0
Morrinhos Do Sul,RS,22,0.711,0.72,0.593,19494.98,5,0
Bom Jesus Do Tocantins,TO,260,0.66,0.621,0.555,13408.17,0,0
Pracuúba,AP,215,0.614,0.539,0.544,13213.94,6,0
Chapada Da Natividade,TO,144,0.62,0.59,0.497,18274.93,1,0
Canápolis,BA,248,0.565,0.531,0.463,6043.9,2,0
Itaiçaba,CE,222,0.66,0.581,0.642,7946.66,1,0
Santa Rosa Do Purus,AC,223,0.517,0.519,0.34,10150.15,1,0
Itumirim,MG,230,0.726,0.675,0.675,9797.19,3,0
Nova Nazaré,MT,74,0.595,0.621,0.427,17045.86,2,0
Morpará,BA,351,0.56,0.536,0.444,6759.9,11,0
Santana Do Maranhão,MA,152,0.51,0.445,0.394,4586.67,20,0
Riachuelo,RN,291,0.59,0.561,0.481,7584.29,1,0
Vale De São Domingos,MT,44,0.66,0.658,0.56,19832.61,3,0
Pilões,PB,265,0.56,0.559,0.409,9036.88,4,0
Barra De Santana,PB,50,0.57,0.526,0.465,7271.61,1,0
Ubiretama,RS,12,0.7,0.691,0.613,26630.85,2,0
Currais,PI,79,0.542,0.49,0.438,12247.86,1,0
Japurá,AM,369,0.522,0.552,0.345,12701.43,0,0
Mateiros,TO,144,0.607,0.586,0.463,23007.87,0,0
Paranapoema,PR,144,0.71,0.68,0.629,19122.19,2,0
Uniflor,PR,108,0.72,0.69,0.655,22594.64,2,0
Inhacorá,RS,81,0.67,0.647,0.585,25411.14,0,0
São Vicente,RN,205,0.642,0.606,0.556,9101.98,2,0
Porto Vitória,PR,137,0.685,0.674,0.6,14025.29,6,0
Pirapó,RS,33,0.669,0.656,0.553,21911.32,1,0
Feira Nova,SE,262,0.584,0.546,0.473,10362.34,0,0
Cabeceiras Do Piauí,PI,102,0.583,0.54,0.476,5579.96,6,0
Gado Bravo,PB,56,0.513,0.491,0.373,6845.75,1,0
Simão Pereira,MG,57,0.638,0.645,0.478,21819.89,0,0
Lagoinha,SP,132,0.693,0.686,0.609,11629.45,2,0
Caiçara,PB,316,0.59,0.58,0.488,7881.01,2,0
Linha Nova,RS,12,0.75,0.751,0.662,33408.66,5,0
Érico Cardoso,BA,98,0.584,0.558,0.471,4985.01,15,0
Cubati,PB,363,0.57,0.545,0.448,7847.54,1,0
Comercinho,MG,211,0.593,0.566,0.462,7299.52,1,0
Santa Tereza De Goiás,GO,176,0.665,0.635,0.561,14958.44,0,0
Carvalhópolis,MG,118,0.72,0.688,0.648,15606.61,1,0
Mira Estrela,SP,71,0.743,0.697,0.731,18344.76,3,0
Santa Rita De Ibitipoca,MG,112,0.63,0.625,0.505,15465.18,5,0
Floreal,SP,60,0.747,0.71,0.726,18394.68,0,0
Janduís,RN,252,0.615,0.567,0.529,10186.21,2,0
Manfrinópolis,PR,27,0.645,0.642,0.52,18818.19,0,0
Vermelho Novo,MG,107,0.612,0.61,0.475,11113.65,5,0
Inajá,PR,137,0.705,0.676,0.641,17296.82,2,0
Turmalina,SP,48,0.736,0.724,0.675,29157.67,0,0
Candeal,BA,181,0.59,0.554,0.465,6055.35,0,0
Rubelita,MG,159,0.58,0.552,0.443,7627.05,3,0
Divinolândia De Minas,MG,338,0.623,0.603,0.495,7030.46,1,0
Mampituba,RS,15,0.649,0.65,0.517,17139.04,7,0
Carneiros,AL,427,0.526,0.517,0.398,5819.47,0,0
Dirce Reis,SP,57,0.741,0.686,0.704,29611.09,1,0
Coronel Xavier Chaves,MG,92,0.677,0.67,0.563,15128.8,2,0
